Recipe Name,Ingredients,Link
penne rigate with minced chicken sauce   cheese recipe,"durum wheat penne pasta, tomato puree, onion, garlic, chicken, dried basil leaves, italian seasoning, red chilli flakes, extra virgin olive oil, parmesan cheese, salt",https://www.archanaskitchen.com/penne-rigate-with-minced-chicken-sauce-cheese-recipe
coorg koli curry recipe   coorgi chicken curry,"chicken, red chilli powder, turmeric powder , coriander seeds, cumin seeds , cinnamon stick , cloves , poppy seeds, garlic, ginger, green chilli, salt, oil, onion, fresh coconut, tamarind paste, coriander leaves",https://www.archanaskitchen.com/coorg-koli-curry-recipe-chicken-in-gravy
penne pasta recipe in roasted carrot sauce   olives,"durum wheat penne pasta, tomato,carrot , garlic, extra virgin olive oil, salt, red chilli powder, red chilli flakes, dried oregano, parmesan cheese, black olives",https://www.archanaskitchen.com/spicy-penne-pasta-in-tomato-carrot-sauce-recipe
chana dal pulao recipe,"basmati rice, bengal gram dal , onions, tomatoes, dry red chilli, green chilli, garam masala powder, turmeric powder , lemon juice, cumin seeds , oil, salt",https://www.archanaskitchen.com/chana-dal-pulao-recipe
watermelon panzanella salad recipe,"baguette, garlic powder, extra virgin olive oil, watermelon, cucumber, red onion, spinach, balsamic vinegar, black olives, salt and pepper",https://www.archanaskitchen.com/watermelon-panzanella-salad-recipe
kela matar ki sabzi recipe   raw banana green peas stir fry,"raw banana, green peas , cumin seeds , green chilli, turmeric powder , coriander powder , cumin powder , dry mango powder , lemon, garam masala powder, oil, coriander leaves, salt",https://www.archanaskitchen.com/kela-matar-ki-sabzi-recipe-raw-banana-green-peas-stir-fry
cheesy chinese banana toffee fritters recipe,"all purpose flour , rice flour, corn flour, cheddar cheese, ripe bananas, oil, sugar, sesame seeds , chilled water",https://www.archanaskitchen.com/cheesy-chinese-banana-toffee-fritters-recipe
thai raw papaya salad recipe with lemon peanut   honey dressing,"raw papaya, roasted peanuts  moongphali ,  pomegranate seed powder , coriander leaves, red chillies, green chilli, lemons, honey, salt",https://www.archanaskitchen.com/asian-style-green-papaya-salad
kelyachi bhaji recipe  raw banana stir fry,"raw banana, onion, fresh coconut, turmeric powder , red chilli powder, asafoetida , salt, oil",https://www.archanaskitchen.com/kelyachi-bhaji-recipe-raw-banana-stir-fry
gajar methi sabzi recipe  carrot fenugreek leaves stir fry,"carrot , methi leaves  fenugreek leaves , onion, cumin seeds , asafoetida , red chilli powder, coriander powder , turmeric powder , dry mango powder , salt, oil",https://www.archanaskitchen.com/gajar-methi-sabzi-recipe-carrot-fenugreek-leaves-stir-fry
sprouted mung bean and spinach soup recipe,"green moong sprouts, spinach leaves , onion, tomato, ginger, garlic, cumin powder , red chilli powder, salt and pepper, oil, lime wedges, coriander leaves",https://www.archanaskitchen.com/sprouted-mung-bean-and-spinach-soup-recipe
tomato kurma recipe   thakkali kurma for biryani   parotta,"onions, tomatoes, cinnamon stick , cumin seeds , star anise, sambar powder, salt, ghee, roasted gram dal  pottukadalai , fresh coconut, green chilli, fennel seeds , water",https://www.archanaskitchen.com/tomato-kurma-recipe-thakkali-kurma-perfect-for-biryani-parotta
egyptian koshari recipe,"whole black peppercorns, cardamom powder , paprika powder, cumin seeds , coriander seeds, cloves , cinnamon stick , nutmeg, rice, masoor dal  whole , macaroni pasta, onions, garlic, vegetable stock, cumin seeds , bay leaf , salt, extra virgin olive oil, onion, garlic, tomatoes, red wine vinaigrette, red chilli flakes, salt and pepper, extra virgin olive oil, onion,  white chickpeas",https://www.archanaskitchen.com/egyptian-koshari-recipe
satsaagi recipe   sindhi seven vegetable sabzi no onion no garlic,"carrot , beans, colocasia root , green peas , potatoes  aloo , bottle gourd , green bell peppers , oil, ghee, cumin seeds , asafoetida , green chilli, ginger, turmeric powder , red chilli powder, cumin powder , dry mango powder , garam masala powder, coriander leaves, tomato puree, coriander leaves, mint leaves",https://www.archanaskitchen.com/satsaagi-recipe-sindhi-seven-vegetable-sabzi-no-onion-no-garlic
fattoush with za atar  sumac and pomegranate molasses recipe   traditional lebanese salad,"red radish, tomatoes, cherry tomatoes, cucumber, mooli  mullangi  radish , spring onion bulbs, spring onion greens, parsley leaves, salad leaves, mint leaves , fresh pomegranate fruit kernels, lemon juice, extra virgin olive oil, sumac, white wine vinegar, water, garlic, extra virgin olive oil, pomegranate juice, sugar, mini pita breads, sumac",https://www.archanaskitchen.com/fattoush-with-za-atar-sumac-and-pomegranate-molasses
nutty aloo paratha recipe,"whole wheat flour, spinach leaves , water, potatoes  aloo , paneer , coriander leaves, garam masala powder, salt, cumin powder , red chilli powder, mixed nuts, sultana raisins, ghee",https://www.archanaskitchen.com/nutty-aloo-paratha-recipe
chinese fried rice recipe with chicken and shredded lettuce,"cooked rice, iceberg lettuce, boneless chicken, soy sauce, black pepper powder, oil, salt",https://www.archanaskitchen.com/chinese-fried-rice-recipe-with-chicken-and-shredded-lettuce
senai kizhangu poriyal recipe yam poriyal recipe,"elephant yam , mustard seeds ,  urad dal , dry red chilli, asafoetida , curry leaves, turmeric powder , coconut oil, bengal gram dal ,  urad dal , coriander seeds, dry red chilli, tamarind",https://www.archanaskitchen.com/chenai-kizhangu-poriyal-recipe-yam-poriyal-recipe
uttarkhand style mixed bhaddu dal recipe,"rajma  large kidney beans ,  urad dal , oil, ginger garlic paste, cardamom seeds, bay leaf , whole black peppercorns, cloves , cinnamon stick , coriander seeds, tomato puree, cumin seeds , fresh cream, salt",https://www.archanaskitchen.com/uttarkhand-style-mixed-bhaddu-dal-recipe
murg badami recipe   chicken in almond gravy,"chicken, whole almond  badam , onions, ginger garlic paste, red chilli powder, dry red chilli, turmeric powder , salt, poppy seeds, cinnamon stick , cloves , bay leaf , cardamom powder , white pepper powder, cumin seeds , curd , ghee, fresh cream, coriander leaves",https://www.archanaskitchen.com/murg-badami-recipe-chicken-in-almond-gravy
jowar bajra garlic roti recipe,"jowar flour  sorghum , bajra flour , garlic, black pepper powder, salt, water",https://www.archanaskitchen.com/jowar-bajra-garlic-roti-recipe
stuffed peppers with roasted vegetables oats and paneer,"red yellow and green bell pepperss  capsicum , garlic, green zucchini, mushrooms, black olives, paneer , instant oats  oatmeal , sun dried tomatoes, parsley leaves, extra virgin olive oil, salt, black pepper powder",https://www.archanaskitchen.com/stuffed-peppers-with-roasted-vegetables-oats-and-paneer
dal bukhara recipe  punjabi style black urad dal,"black urad dal  whole , onion, tomatoes, ginger garlic paste, green chilli, butter  salted , cumin seeds , fenugreek leaves , salt, red chilli powder, chaat masala powder, garam masala powder, cumin powder , fresh cream",https://www.archanaskitchen.com/dal-bukhara-recipe-punjabi-style-black-urad-dal
amrood ni kari recipe  parsi style dry guava curry recipe,"guava, mustard seeds , asafoetida , red chilli powder, coriander powder , turmeric powder , jaggery, salt, oil",https://www.archanaskitchen.com/amrood-ni-kari-recipe-parsi-style-dry-guava-curry-recipe
peanut hummus recipe,"raw peanuts , mango  raw , sesame seeds , lemon juice, garlic, cumin powder , kashmiri red chilli powder, extra virgin olive oil,gingelly  oil, water, salt",https://www.archanaskitchen.com/boiled-peanuts-hummus-recipe
arugula watermelon and feta salad recipe,"arugula leaves, watermelon, feta cheese, extra virgin olive oil, red wine vinaigrette, honey, salt, black pepper powder, hot sauce",https://www.archanaskitchen.com/arugula-watermelon-and-feta-salad-recipe
pepe ghonto recipe  bengali style raw papaya sabzi,"raw papaya, potato , moong bori  dried lentil dumplings , turmeric powder , coriander powder , dry red chilli, bay leaf , cardamom seeds, cloves , cinnamon stick , roasted peanuts  moongphali , sultana raisins, mustard oil, ghee, garam masala powder, sugar, salt",https://www.archanaskitchen.com/pepe-ghonto-raw-papaya-dry-curry-bengali-style
homemade tater tots recipe,"potatoes  aloo , garlic powder, onion powder, dried oregano, coriander leaves, red chilli flakes, all purpose flour , rice flour, salt, oil",https://www.archanaskitchen.com/homemade-tater-tots-recipe
fish tandoori recipe,"fish, curd , onions, green chilli, tandoori masala, ginger garlic paste, red chilli powder, garam masala powder, coriander powder , cumin powder , coriander leaves, oil, salt",https://www.archanaskitchen.com/fish-tandoori-recipe
roasted fennel and tomato soup recipe,"fennel bulb, tomatoes, extra virgin olive oil, butter  salted , garlic, vegetable stock, salt, whole black peppercorns, rosemary, dried basil leaves, fresh cream",https://www.archanaskitchen.com/roasted-fennel-and-tomato-soup-recipe
thatta payaru sambar recipe   black eyed beans sambar,"black eyed beans , toor dal , onion, tomato, sambar powder, red chilli powder, turmeric powder , salt, garlic, coriander leaves, oil, asafoetida , dry red chilli, methi seeds , mustard seeds ,  urad dal",https://www.archanaskitchen.com/thatta-payaru-sambar-recipe-black-eyed-beans-sambar
cauliflower and soya chunks sabzi recipe,"cauliflower  , soy chunks  nuggets , onion, mustard seeds , cumin seeds , fresh coconut, green chilli, red chilli powder, garam masala powder, turmeric powder , coriander leaves, curry leaves, oil, salt, water, lemon juice",https://www.archanaskitchen.com/cauliflower-and-soya-chunks-curry-recipe
spicy babycorn satay recipe,"baby corn, oil, curd , corn flour, turmeric powder , red chilli powder, garlic, carom seeds , garam masala powder, salt",https://www.archanaskitchen.com/spicy-babycorn-satay-recipe
veg chilli milli recipe,"cabbage , carrot , green bell peppers , tomatoes, green peas , cashew nuts, oil, bay leaf , cardamom seeds, black cardamom , cloves , cinnamon stick , onion, ginger garlic paste, turmeric powder , kashmiri red chilli powder, coriander powder , green chilli, water, garam masala powder, coriander leaves, sugar, fresh cream, salt",https://www.archanaskitchen.com/veg-chilli-milli-recipe
madakasan recipe   coconut filled crepes with berry sauce,"whole wheat flour, milk, whole egg, sugar, salt, fresh coconut, cardamom seeds, jaggery, ghee",https://www.archanaskitchen.com/madakasan-coconut-pancakes
carrot methi pachadi recipe,"methi leaves  fenugreek leaves , carrot , tamarind paste, green chilli, jaggery, turmeric powder , salt, dry red chilli, oil,  urad dal , mustard seeds , cumin seeds",https://www.archanaskitchen.com/carrot-methi-pachadi-recipe
lemon rice recipe   elumichai sadam chitranna,"cooked rice, mustard seeds ,  urad dal , raw peanuts , curry leaves, ginger, green chilli, turmeric powder , salt,gingelly  oil, coriander leaves",https://www.archanaskitchen.com/lemon-rice-recipe-elumichai-sadam-chitranna
chicken xacuti recipe   goan chicken gravy,"chicken, tamarind water, salt, oil, onion, ginger, garlic, kashmiri dry red chilli, fresh coconut, poppy seeds, cloves , cinnamon stick , black pepper corns, cumin seeds , coriander seeds, fennel seeds , turmeric powder , sesame seeds , methi seeds , oil",https://www.archanaskitchen.com/chicken-xacuti-recipe
kashmiri style chaman recipe qaliya paneercurry,"paneer , mustard oil, saffron strands, bay leaf , cinnamon stick , cloves , milk, water, turmeric powder , cumin powder , fennel powder, salt, cardamom powder , coriander leaves",https://www.archanaskitchen.com/chaman-qaliya-kashmiri-cottage-cheese-curry-recipe
chilli oil recipe,"red chilli flakes, brown sugar , ginger, sesame seeds , star anise, dark soy sauce, garlic, oil",https://www.archanaskitchen.com/chilli-oil-recipe
phulka recipe  roti chapati    puffed indian bread,"whole wheat flour, salt, oil, ghee",https://www.archanaskitchen.com/phulka-roti-chapati-puffed-indian-bread
thai som tum recipe  thai green papaya salad,"cherry tomatoes, dried shrimps, red chillies, fish sauce, garlic, beans, papaya, lemon juice, palm sugar, roasted peanuts  moongphali",https://www.archanaskitchen.com/thai-som-tum-recipe-thai-green-papaya-salad
high protein broccoli and dill stuffed paratha recipe,"whole wheat flour, salt, water, gram flour  besan , broccoli, dill leaves, red bell pepper  capsicum , onion, ginger, garlic, red chilli powder, turmeric powder , salt, oil",https://www.archanaskitchen.com/high-protein-broccoli-and-dill-stuffed-paratha-recipe
chinese oats paneer manchurian kathi roll recipe,"whole wheat flour, salt, oil, oil, paneer,carrot , green bell peppers , rolled oats or instant oats, spring onion , garlic, ginger, green chilli, tomato ketchup, sweet and spicy red chilli sauce  tomato chilli sauce , onion",https://www.archanaskitchen.com/chinese-oats-paneer-manchurian-kathi-roll
caramelised onion rosemary chicken recipe,"chicken breasts, ginger, garlic, salt, paprika powder, rosemary, butter  salted , onions, rosemary, salt, sugar, red chilli flakes, honey, mixed herbs  dried , black pepper powder, corn flour, water",https://www.archanaskitchen.com/caramelised-onion-rosemary-chicken-recipe
cheesy garlic spinach corn paneer sandwich recipe,"garlic, spinach, sweet corn, whole black pepper corns, paneer , britannia cheese block, veeba burger mayonnaise, whole wheat brown bread, butter  salted",https://www.archanaskitchen.com/spinach-corn-sandwich-recipe
mangalorean kadle manoli recipe    tindora kala chana sabzi,"kala chana  brown chickpeas , tindora  dondakaya  kovakkai , garlic, mustard seeds , curry leaves, onion, fresh coconut, jaggery, oil, salt, dry red chilli, coriander seeds, methi seeds , whole black peppercorns, cumin seeds , garlic",https://www.archanaskitchen.com/mangalorean-bundt-style-kadle-manoli-recipe-ivy-gourd-and-black-channa-stir-fry
tofu bhurji recipe   spicy scrambled tofu,"tofu, onion, red bell pepper  capsicum , tomato, green chilli, cumin seeds , red chilli powder, black pepper powder, turmeric powder , coriander leaves, salt, oil",https://www.archanaskitchen.com/tofu-bhurji-recipe
sweet potato gratin with fresh herbs recipe,"sweet potatoes, fresh cream, milk, butter  salted , garlic, nutmeg, parsley leaves, thyme leaves, dried oregano, basil leaves, whole black peppercorns, salt, cheese",https://www.archanaskitchen.com/sweet-potato-gratin-with-fresh-herbs-recipe
rajasthani chawle wale dhokle recipe,"garlic, green chilli, coriander leaves, makki ka atta  yellow corn meal flour , baking soda, salt, water, black eyed beans , turmeric powder , coriander powder",https://www.archanaskitchen.com/rajasthani-chawle-wale-dhokle-recipe
murgh aur masoor dal recipe bombay style chicken with dal,"chicken, masoor dal  whole , onions, green chilli, ginger, garlic, turmeric powder , cumin powder , red chilli powder, garam masala powder, lemon juice, salt, oil",https://www.archanaskitchen.com/murghi-aur-masoor-dal-recipe-bombay-style-chicken-with-red-lentils
chocolate chip oat bran cereal recipe with fruits   nuts,"oat bran, soy milk, cinnamon powder  dalchini , salt, dry fruits, dark chocolate chips, mixed nuts",https://www.archanaskitchen.com/chocolate-chip-oat-bran-cereal-with-fruits-nuts
sali par eedu recipe   parsi breakfast eggs on fried potato,"potato , whole egg, tomato, coriander leaves, salt, black pepper powder, ghee",https://www.archanaskitchen.com/sali-par-eedu-recipe-parsi-breakfast-eggs-on-fried-potato
chettinad chicken recipe   pepper chicken dry   south indian,"chicken, garlic, ginger, turmeric powder , lemon, onion, garlic, ginger, tomato, curry leaves, turmeric powder , cumin powder , fennel powder, coriander powder , black pepper powder, salt, oil, water, coriander leaves",https://www.archanaskitchen.com/chettinad-pepper-chicken-dry-recipe
sweet potato gnocchi recipe with garlic and herb butter,"sweet potatoes, potatoes  aloo , eggs, whole wheat flour, salt, butter  salted , sage, nutmeg, salt and pepper, butter  salted , garlic, brown sugar , cinnamon powder  dalchini , dried oregano, chives, salt, lemon juice",https://www.archanaskitchen.com/sweet-potato-gnocchi-with-garlic-sweet-herb-butter-recipe
mint flavoured mixed vegetable pulao recipe,"basmati rice, green peas , carrot , beans, onion, salt, coriander leaves, mint leaves , oil, garlic, green chilli, cumin seeds , mustard seeds , bay leaf , cloves",https://www.archanaskitchen.com/mint-flavoured-mixed-vegetable-pulao-recipe
beets   curd soup recipe by chef vikas khanna,"extra virgin olive oil, cumin seeds , coriander seeds, beetroot, onions, red bell pepper  capsicum , potato , vegetable stock, salt, whole black peppercorns, curd , pea shoot leaves",https://www.archanaskitchen.com/beets-curd-soup-by-chef-vikas-khanna
cantonese chicken with mushrooms recipe,"boneless chicken, shiitake mushrooms, bok choy, spring onion , garlic, black pepper powder, light soy sauce, fish sauce, oyster sauce, red chilli sauce, white wine vinegar, salt,gingelly  oil, brown sugar , corn flour, spring onion greens, sesame seeds",https://www.archanaskitchen.com/cantonese-chicken-with-mushrooms-recipe
bread toast recipe,"whole wheat brown bread, butter  salted",https://www.archanaskitchen.com/bread-toast-recipe
kasuri methi paneer sabzi recipe,"paneer , onions, tomatoes, ginger, garlic, turmeric powder , cumin seeds , red chilli powder, garam masala powder, fenugreek leaves , salt, oil",https://www.archanaskitchen.com/kasuri-methi-paneer-sabzi-recipe
badanekaayi gojju  brinjal curry  recipe," eggplant , onion, mustard seeds , salt, oil, coriander leaves, roasted peanuts  moongphali , fresh coconut, raw peanuts , tamarind paste, dry red chilli, cumin seeds , red chilli powder, turmeric powder , salt",https://www.archanaskitchen.com/badanekaayi-gojju-brinjal-curry-recipe
pasta in spinach basil sauce recipe,"extra virgin olive oil, durum wheat penne pasta, mixed herbs  dried , extra virgin olive oil, garlic, spinach, cumin powder , milk, basil leaves, britannia cheese block, salt and pepper",https://www.archanaskitchen.com/pasta-in-spinach-basil-sauce-recipe
cold potato salad with cilantro dressing recipe,"baby potatoes, hung curd  greek curd , english mustard sauce, coriander leaves, apple cider vinegar, extra virgin olive oil, red chilli flakes, salt",https://www.archanaskitchen.com/cold-potato-salad-with-cilantro-dressing-recipe
singhara pulao recipe   water chestnut mixed rice,"singhade  water chestnut , cooked rice, bay leaf , star anise, cloves , cumin seeds , turmeric powder , salt, black pepper powder, oil, coriander leaves",https://www.archanaskitchen.com/singhara-pulao-recipe-water-chestnut-rice-recipe
tea spiced nuts recipe  skillet roasted,"whole almond  badam , cashew nuts, walnuts, pecans, tea leaves, dried rose petals, honey, cinnamon powder  dalchini , vanilla extract, black pepper powder, paprika powder, sea salt, butter  salted",https://www.archanaskitchen.com/tea-spiced-nuts-recipe-skillet-roasted
nimki aloo anardana curry recipe   potato and nimki curry,"all purpose flour , carom seeds , sooji  semolina  rava , ghee, salt, water, oil, potatoes  aloo , onion, ginger garlic paste, tomato puree, oil, cumin seeds , turmeric powder , red chilli powder, coriander powder ,  pomegranate seed powder , fennel seeds , sugar, garam masala powder, salt, fenugreek leaves , coriander leaves, fresh pomegranate fruit kernels, lemon wedges, onion",https://www.archanaskitchen.com/nimki-aloo-anardana-curry-recipe-potato-and-nimki-curry
attukal soup recipe   paya soup,"mutton legs, garlic, onion, cumin seeds , black pepper powder, curry leaves, salt, turmeric powder , gingelly oil",https://www.archanaskitchen.com/attukal-soup-recipe-paya-soup
karnataka style sabsige soppu akki rotti  dill leaves and flattened rice bread recipe,"rice flour, poha  flattened rice , dill leaves, green chilli, cumin seeds , salt",https://www.archanaskitchen.com/karnataka-style-sabsige-soppu-akki-rotti-dill-leaves-and-flattened-rice-bread-recipe
sauteed spinach with garlic and cheese recipe,"spinach leaves , garlic, parmesan cheese, black pepper powder, cinnamon powder  dalchini , extra virgin olive oil, salt",https://www.archanaskitchen.com/sauteed-spinach-with-garlic-and-cheese-recipe
karnataka style badanekayi palya recipe   long brinjal in spicy coconut recipe,"long green brinjal, mustard seeds , curry leaves, onion, tomato, turmeric powder , sambar powder, jaggery, salt, gingelly oil, sesame seeds , roasted peanuts  moongphali",https://www.archanaskitchen.com/karnataka-style-badnekayi-palya-recipe-long-brinjal-with-spicy-coconut-recipe
no onion no garlic aloo gajar ki sabzi recipe,"potatoes  aloo ,carrot , oil, cumin seeds , ginger, green chilli, turmeric powder , red chilli powder, coriander powder , lemon juice, salt, coriander leaves",https://www.archanaskitchen.com/aloo-gajar-ki-sabzi-recipe-no-onion-no-garlic
spinach omelette recipe,"eggs, spinach, spring onion greens, turmeric powder , red chilli powder, salt, milk, extra virgin olive oil",https://www.archanaskitchen.com/spinach-omelette-recipe
cabbage and carrot thoran recipe,"carrot , cabbage , onion, green chilli, turmeric powder , cumin powder , oil, mustard seeds , fresh coconut, curry leaves, salt",https://www.archanaskitchen.com/cabbage-and-carrot-thoran-recipe
lettuce  orange and spinach salad recipe,"orange, iceberg lettuce, spinach, lemon juice, extra virgin olive oil, whole black peppercorns, orange zest  rind , salt, fresh orange juice",https://www.archanaskitchen.com/lettuce-orange-and-spinach-salad
apple carrot sweet potato soup with garam masala roasted chickpeas recipe,"onion,carrot , sweet potato, apple, curry powder, coconut cream, vegetable stock, extra virgin olive oil, maple syrup, coriander leaves,  white chickpeas , lemon juice, garam masala powder, red chilli powder, extra virgin olive oil, salt",https://www.archanaskitchen.com/apple-carrot-sweet-potato-soup-with-garam-masala-roasted-chickpeas-recipe
dhaba style chana masala from deserts of jaisalmer," white chickpeas , ghee, onions, garlic, ginger, cinnamon stick , cloves , bay leaf , brown cardamom , tomatoes, turmeric powder , red chilli powder, coriander powder, garam masala powder, chana masala powder, salt, coriander leaves",https://www.archanaskitchen.com/dhaba-style-chana-masala-from-deserts-of-jaisalmer
barnyard millet and ragi khichdi recipe,"barnyard millet, moong dal , ragi seeds, ginger, turmeric powder , cinnamon stick , ghee, asafoetida , whole black peppercorns, cumin seeds",https://www.archanaskitchen.com/barnyard-millet-and-ragi-khichdi-recipe
pea and spring onion soup recipe,"green peas , spring onion greens, spring onion , garlic, extra virgin olive oil, salt, black pepper powder, vegetable stock, fresh cream, black pepper powder",https://www.archanaskitchen.com/pea-and-spring-onion-soup-recipe
red capsicum poriyal recipe   red bell pepper stir fry,"red bell pepper  capsicum , bengal gram dal , mustard seeds , curry leaves, fresh coconut, asafoetida , ginger, green chilli, oil, salt",https://www.archanaskitchen.com/red-capsicum-poriyal-recipe-red-bell-peppers-stir-fry-with-ginger-spiced-coconut
pomegranate sauce recipe,"pomegranate juice,  pomegranate seed powder , red wine, butter  unsalted , garlic, whole black peppercorns, jaggery, salt, rosemary",https://www.archanaskitchen.com/pomegranate-sauce-recipe
sweet corn poriyal recipe,"sweet corn, mustard seeds , bengal gram dal , dry red chilli, curry leaves, fresh coconut, coriander leaves, asafoetida , green chilli, oil, salt",https://www.archanaskitchen.com/sweet-corn-poriyal
arbi dahi wali sabzi recipe,"colocasia root , curd , carom seeds , kashmiri red chilli powder, turmeric powder , coriander powder , garam masala powder, coriander leaves, salt, oil, water",https://www.archanaskitchen.com/arbi-dahi-wali-sabzi-recipe
menthi vankaya recipe   andhra style fenugreek spiced baingan," eggplant , tamarind paste, water, salt, oil,  urad dal , curry leaves, coriander seeds, bengal gram dal ,  urad dal , sesame seeds , cumin seeds , methi seeds , dry red chilli, raw peanuts",https://www.archanaskitchen.com/menthi-vankaya-recipe-andhra-style-fenugreek-spiced-baingan
veg mughlai paratha recipe,"whole wheat flour, salt, oil, oil, onion, red bell pepper  capsicum , green bell peppers , carrot , garlic, ginger, green chilli, paneer , garam masala powder, fennel seeds , red chilli powder, mint leaves , salt, whole wheat flour, water",https://www.archanaskitchen.com/veg-mughlai-paratha-recipe
mushroom   goat cheese omelette with spinach recipe,"eggs, milk, mushrooms, dried oregano, black pepper powder, salt, spinach leaves , goat cheese, butter  salted , oil",https://www.archanaskitchen.com/mushroom-goat-cheese-omeltte-with-spinach-recipe
spring onion dosa recipe,"spring onion , spring onion greens, dosa rice, poha  flattened rice ,  urad dal , methi seeds , dry red chilli, fresh coconut, jaggery, water, oil, salt",https://www.archanaskitchen.com/karnataka-style-spring-onion-dosa-recipe
proven al tomato rice soup recipe,"rice, extra virgin olive oil, onion, carrot , garlic, orange zest  rind , dried thyme leaves, fennel powder, tomato puree, lukewarm water, tomatoes, vegetable stock, salt, sugar, basil leaves",https://www.archanaskitchen.com/provencal-tomato-rice-soup-recipe
matta rice  chemba rice recipe pressure cooker method,"red matta rice, water, salt",https://www.archanaskitchen.com/matta-rice-chemba-rice-recipe-pressure-cooker-method
bengali style labra recipe   mix vegetable sabzi,"potatoes  aloo , kaddu  parangikai  pumpkin , carrot , cauliflower  , eggplant , drumstick, green peas , turmeric powder , fresh coconut, salt, sugar, mustard oil, panch phoran masala, bay leaf , coriander leaves",https://www.archanaskitchen.com/labra-recipe-bengali-mix-vegetable-sabzi
mini potato cheesy au gratin recipe,"potato , nutralite garlic   oregano spread, heavy whipping cream, nutralite cheesy garlic mayo, milk, all purpose flour , garlic, salt, black pepper powder, cheddar cheese",https://www.archanaskitchen.com/mini-potato-cheesy-au-gratin-recipe
tok dal recipe  bengali style masoor dal,"mango  raw , masoor dal  whole , turmeric powder , green chilli, salt, mustard oil, bay leaf , dry red chilli, panch phoran masala",https://www.archanaskitchen.com/tok-dal-recipe-bengali-style-masoor-dal
fish tikka masala gravy recipe,"basa fish, lemon juice, turmeric powder , salt and pepper, cardamom seeds, bay leaf , cumin powder , coriander powder , turmeric powder , ginger garlic paste, red chilli powder, fenugreek leaves , lukewarm water, fresh cream, salt, onion, tomato, cashew nuts, cloves , cinnamon powder  dalchini",https://www.archanaskitchen.com/fish-tikka-masala-gravy-recipe
moong dal with radish greens recipe,"moong dal , mooli ke patte  radish greens , salt, garlic, ginger, turmeric powder , red chilli powder, dry mango powder , oil, ghee, cumin seeds , dry red chilli",https://www.archanaskitchen.com/moong-dal-with-radish-greens-recipe
quick and spicy bell pepper pasta recipe,"conchiglie pasta, green bell pepperss, red bell pepper  capsicum , yellow bell pepper  capsicum , onion, green chilli, red chilli sauce, soy sauce, salt, ginger garlic paste, vinegar, sugar, extra virgin olive oil",https://www.archanaskitchen.com/quick-and-spicy-bell-pepper-pasta-recipe
vegan curried rice with chickpeas recipe,"brown rice,  white chickpeas , garlic, ginger, fennel seeds , vegetable stock, curry powder, salt, coriander leaves",https://www.archanaskitchen.com/vegan-curried-rice-with-chickpeas-recipe
pizza pinwheels recipe,"whole wheat flour, all purpose flour , lukewarm water, active dry yeast, salt, sugar, extra virgin olive oil, onion, tomato, green bell peppers , extra virgin olive oil, homemade pizza and pasta sauce, mozzarella cheese, dried oregano, red chilli flakes",https://www.archanaskitchen.com/pizza-pinwheels-recipe
spicy soya keema masala recipe,"soy chunks  nuggets , onion, tomatoes, green chilli, bay leaf , black cardamom , cloves , whole black peppercorns, cinnamon stick , ginger garlic paste, turmeric powder , coriander powder , red chilli powder, garam masala powder, lemon juice, salt, oil",https://www.archanaskitchen.com/soya-keema-masala-recipe
stuffed jacket potatoes recipe,"potatoes  aloo , cheese, black olives, sweet corn, italian seasoning, black pepper powder, parsley leaves, salt",https://www.archanaskitchen.com/stuffed-jacket-potatoes-recipe
kondakadalai vazhathandu puli thengai kuzhambu recipe  banana stem curry with black chickpeas recipe,"kala chana  brown chickpeas , banana stem, salt, turmeric powder , methi seeds ,  urad dal , dry red chilli, coriander seeds, fresh coconut, tamarind water,gingelly  oil, mustard seeds , curry leaves",https://www.archanaskitchen.com/kondakadalai-vazhathandu-puli-thengai-kuzhambu-recipe-banana-stem-curry-with-black-chickpeas-recipe
coconut   ricotta dip with banana chips recipe,"ripe bananas, lemon juice, ricotta cheese, fresh coconut, garlic, parsley leaves, mint leaves , extra virgin olive oil, lemon juice, lemon zest, salt, black pepper powder",https://www.archanaskitchen.com/coconut-ricotta-dip-with-banana-chips-recipe
aloo potol posto recipe  aloo parwal in poppy seed masala recipe,"pointed gourd , potatoes  aloo , methi seeds , cumin seeds , fennel seeds , cloves , cinnamon stick , dry red chilli, ginger, fresh coconut, poppy seeds, red chilli powder, turmeric powder , green chilli, sugar, salt, mustard oil",https://www.archanaskitchen.com/aloo-potol-posto-recipe-aloo-parwal-in-poppy-seed-masala-recipe
sweet corn coriander rice recipe,"basmati rice, onions, garlic, sweet corn, red chilli flakes, dried oregano, salt, oil, coriander leaves, green chilli, garlic",https://www.archanaskitchen.com/sweet-corn-coriander-rice-recipe
sorekai majjige huli recipe  bottle gourd in coconut curd curry recipe,"bottle gourd , salt, turmeric powder , curd , salt, fresh coconut, bengal gram dal , green chilli, cumin seeds , asafoetida , oil, mustard seeds , curry leaves, dry red chilli",https://www.archanaskitchen.com/sorekai-majjige-huli-recipe-bottle-gourd-in-coconut-curd-curry-recipe
grated beetroot chilli paratha recipe,"beetroot, whole wheat flour, cumin powder , red chilli powder, green chilli, ghee, salt, water",https://www.archanaskitchen.com/grated-beetroot-chilli-paratha-recipe
